filename,iou,dice,precision,recall,accuracy
t029,0.09685015054423807,0.17659686785142473,0.09983288238098845,0.7642400243656283,0.9696142857142731
t051,0.0157320694380951,0.030976809557264662,0.015984914418330148,0.49864253393213903,0.9552298701298577
t023,0.09284332688584343,0.1699115044247174,0.10475681453763372,0.44945537932266494,0.9701545454545328
t080,0.1353579842261369,0.2384410663538818,0.14680342893111648,0.6345230473746523,0.9342220779220658
t076,0.23600713668213513,0.381886365665588,0.2556434420513129,0.7544540483325957,0.9460571428571306
t053,0.012326273990731215,0.024352373947856408,0.012438780053424857,0.5767741935409448,0.9534844155844032
t081,0.0030004132305641498,0.005982875362733138,0.0030149846542691797,0.38302752292699477,0.9279324675324555
t088,0.1954458044625934,0.32698396486565123,0.2099103381578819,0.7393337567110794,0.9315376623376502
t020,0.18074446765864463,0.3061534017043528,0.1954176654987113,0.7064999999988225,0.9750467532467406
t021,0.024308072838916665,0.0474624255797296,0.02518557794272482,0.41095890410662617,0.9702870129870004
t062,0.1404400061051086,0.24629091465275194,0.1510766055260705,0.6660806618400557,0.9488025974025851
t022,0.037661946369374186,0.0725900116143755,0.04203800235411046,0.26567481402692433,0.9668155844155718
t077,0.18956270249488577,0.3187098958252699,0.2088619083153079,0.6722929109317889,0.9424999999999878
t040,0.08077329605507151,0.14947315288026075,0.08310531116253311,0.7421679197971737,0.9649870129870004
t054,0.12044430794427713,0.21499383251856757,0.1268429422387195,0.7048075482990792,0.9553688311688188
t012,0.0231630170316189,0.04527727575380706,0.023609939983124044,0.5502890173346787,0.9739298701298574
t025,0.09218070182568529,0.16880119136255814,0.09434826036287067,0.8004943502796593,0.9710051948051822
t044,0.12748256341283976,0.22613664734105632,0.13691175976616946,0.6492513539333399,0.9637701298701173
t038,0.13806273649957984,0.24262763742573487,0.14616248596025977,0.7135806982257109,0.9683467532467407
t013,0.6174101198400075,0.7634552452300485,0.9839257294424488,0.6237011130912251,0.9850740259740132
t015,0.08432165318953984,0.15552885611295705,0.08739581878284332,0.7056390977417082,0.9735285714285588
t050,0.005618979664643353,0.011175166297114214,0.00568421052631408,0.3286956521681966,0.9565623376623252
t079,0.17564585903157184,0.298807430285611,0.18643161408099237,0.7522321428565831,0.9383779220779099
t052,0.6232071032859104,0.7678713357332312,0.9427972790674944,0.6476979197474815,0.9742077922077795
t055,0.15985376386295028,0.27564468701735195,0.1703891620461946,0.7210846707241604,0.9555311688311564
t014,0.02539840637448934,0.049538610976177976,0.026035019653874093,0.5094905094854196,0.9745844155844029
t078,0.0,0.0,0.0,0.0,0.9322818181818061
t039,0.07915949947719007,0.14670583822973288,0.08617904090471977,0.49286014279610907,0.9645428571428446
