filename,iou,dice,precision,recall,accuracy
t029,0.09166352319874968,0.16793365583959574,0.09784085761734468,0.5921413341437949,0.9749818181818055
t051,0.01943124601091432,0.03812173913042152,0.019822752758176947,0.49592760180546674,0.9640857142857018
t023,0.10175549724002272,0.18471520676761335,0.11763782822464816,0.42977259697987813,0.9742168831168705
t080,0.14629435575003671,0.2552474502141542,0.16446076732955342,0.5697823303452546,0.9460402597402474
t076,0.22470610502403215,0.3669551480183449,0.2591622401706907,0.6282707120593707,0.9521220779220655
t053,0.014471730045240744,0.028530573335139406,0.014651886561522309,0.5406451612833465,0.9629428571428447
t081,0.004128430074714684,0.008222912430449753,0.004151905589276316,0.42201834861417387,0.9423571428571306
t088,0.1571664206962137,0.2716401338394419,0.18351376555970816,0.522602621095478,0.9369571428571307
t020,0.16964119724848037,0.2900739092425137,0.19044140665752352,0.6083333333323194,0.9767974025973899
t021,0.0291675316586936,0.056681795259678924,0.03047226590032507,0.405191059838463,0.9757064935064809
t062,0.1470163004960604,0.2563456167666997,0.16842583871905153,0.5362978283345022,0.9609233766233641
t022,0.02795991007866806,0.054398833659823044,0.03282925488037788,0.15860786397407384,0.9730454545454419
t077,0.17292270227145046,0.2948577974261612,0.20354857044006142,0.5347312386389673,0.9488350649350527
t040,0.08330522765595139,0.1537982565379227,0.08780661215779959,0.6190476190456797,0.9717610389610263
t054,0.08341121495324319,0.1539788656458443,0.09692808936463543,0.3742698816828302,0.9643363636363511
t012,0.014994692144363723,0.029546345927552915,0.01565856024387469,0.26127167629755754,0.9807194805194678
t025,0.07999041456981548,0.14813171207945852,0.08471221195813383,0.5893361581900094,0.9750701298701172
t044,0.11214285714281264,0.20166987797038405,0.129942983262769,0.4501433577565305,0.9709428571428446
t038,0.09602855127190271,0.17523001779554911,0.11050620821389183,0.4229574118069403,0.9717103896103769
t013,0.47368073660919646,0.6428539436555196,0.9621907890320023,0.4826646938156227,0.979288311688299
t015,0.1024301612536325,0.18582612278523597,0.10766292671275503,0.678195488719255,0.9794701298701172
t050,0.0,0.0,0.0,0.0,0.9635831168831044
t079,0.14468412319394863,0.25279309857158594,0.1657855685401211,0.5319940476186518,0.9451064935064812
t052,0.4881248326766956,0.6560267283473843,0.9417450654857252,0.5033224884155569,0.9652363636363511
t055,0.17068072928384492,0.2915922762105388,0.19392079497289422,0.5874930824564609,0.9665051948051823
t014,0.03305621536023155,0.06399693427855656,0.034183951965042175,0.5004995004945005,0.9809675324675197
t078,0.010020630710283612,0.019842427779394437,0.010054823813096282,0.7466216216090098,0.9432896103895981
t039,0.10521958870682066,0.1904048567035162,0.1172045619994578,0.507139857201791,0.9733285714285588
