filename,iou,dice,precision,recall,accuracy
t029,0.08955534007477159,0.16438878647251784,0.09177046736928501,0.7876941821480729,0.9658571428571303
t051,0.022937314969745673,0.044845983491029584,0.023064378348988362,0.8063348416216622,0.9507090909090785
t023,0.09061011955736678,0.1661640909661496,0.09942487689354605,0.5054462067637963,0.9655246753246628
t080,0.15845745109086895,0.27356628582544223,0.16553406223714626,0.7875320102426475,0.9321246753246633
t076,0.251025317112802,0.40131133028088456,0.26238107296598373,0.8529429058617904,0.9437909090908968
t053,0.011290685184719785,0.022329257749778356,0.01138252329387777,0.5832258064440874,0.9485961038960916
t081,0.006254158349965693,0.012430573922240739,0.006260406260405219,0.862385321081138,0.9224103896103776
t088,0.20389836304432063,0.33873019401524723,0.21545277446109856,0.791755672304837,0.9304610389610268
t020,0.1631796025496201,0.2805750757526012,0.17392694428895614,0.7253333333321245,0.9710155844155718
t021,0.027030075187959763,0.05263735861486415,0.027726361252495862,0.5183850036011652,0.9663883116882991
t062,0.14147100366417445,0.24787489688313766,0.14993925193088825,0.7146845915194263,0.9455324675324552
t022,0.03681453021305036,0.07101468804740904,0.04066358024689789,0.28002125398437827,0.9641870129870005
t077,0.20664043201986226,0.34250540017783987,0.2188464105940753,0.787457803167497,0.9395181818181696
t040,0.09209305302227382,0.16865422368069133,0.09302776610528073,0.9016290726788796,0.9631519480519355
t054,0.1240375586854169,0.22070002506051695,0.12823064042513937,0.7913733712733393,0.9515376623376499
t012,0.021803072038833835,0.04267568308505772,0.022215879358725932,0.5398843930573424,0.9727896103895978
t025,0.08127883506340784,0.15033834461143694,0.08300511650160745,0.7962570621440811,0.96689740259739
t044,0.13175440630793955,0.2328321508157494,0.13872356011350037,0.7239566740988786,0.9611025974025849
t038,0.15239764942691716,0.2644879560500734,0.15634159339190104,0.8579784317293768,0.9660948051947926
t013,0.6586735867028024,0.7942172492324401,0.9659890162824135,0.6743114638327086,0.986505194805182
t015,0.08905122184533913,0.1635390880778713,0.09148575002229452,0.7699248120271808,0.9727922077921951
t050,0.007019296492978859,0.013940738806940625,0.007076596872513365,0.4643478260788809,0.9509467532467408
t079,0.18662686173280335,0.31455020571551284,0.19340557910566913,0.8418898809517545,0.935955844155832
t052,0.6934599235918044,0.8189859280767458,0.9443915003217144,0.7229813664594849,0.9789506493506366
t055,0.157505455380692,0.2721463724400159,0.16580022728917335,0.7589374654114455,0.9523662337662214
t014,0.02332807717279319,0.04559256741443662,0.023879605013281485,0.5024975024924825,0.9726506493506367
t078,0.00786369593708906,0.015604681404418622,0.007883257712452414,0.760135135122295,0.9262662337662217
t039,0.1041467609401541,0.188646590515695,0.10934260683471231,0.6866862662732325,0.9634701298701174
