filename,iou,dice,precision,recall,accuracy
t029,0.0925825467433031,0.1694746946475888,0.0950683303624127,0.7797745964033513,0.9674142857142731
t051,0.024718443761876638,0.04824436197543585,0.024907885040523242,0.7647058823460209,0.9567012987012863
t023,0.09864502680163094,0.17957579453812442,0.10913883283221072,0.5064016816348053,0.9685532467532342
t080,0.16166147001437528,0.27832802272829926,0.1731201062229955,0.7095070422529532,0.9402896103895981
t076,0.20116618075798037,0.33495145631062817,0.22670465179142285,0.64103016404972,0.9437766233766111
t053,0.013019326466840349,0.02570400411263332,0.013142907211071253,0.5806451612828304,0.9556961038960915
t081,0.007225983114017034,0.014348285757435745,0.007233686134164466,0.871559633007533,0.9321974025973905
t088,0.15608151476249102,0.2700181825752259,0.17774001388733368,0.5615726574674894,0.9316974025973905
t020,0.18193100024812528,0.3078538429230338,0.19484316852729272,0.7329999999987783,0.9743168831168705
t021,0.02629111808583284,0.051235205337973135,0.027111092429899075,0.4650324441206559,0.9689766233766107
t062,0.11590899030584838,0.20773914595684015,0.12851849125128753,0.5415718717677956,0.9481233766233643
t022,0.04057445083579486,0.07798471469908808,0.045321259163412966,0.2792242295422975,0.9677246753246628
t077,0.1674656847554335,0.2868875495736991,0.1888697010813312,0.5964035315498595,0.940685714285702
t040,0.09663682392780852,0.1762421648065506,0.09765188222136087,0.9028822055109559,0.9650116883116757
t054,0.07322186051098126,0.136452420892953,0.08059174809986955,0.44466077579684793,0.9511961038960915
t012,0.022130532633147914,0.043302752293558115,0.022545975638871483,0.5456647398780848,0.9729142857142731
t025,0.06741483919575389,0.12631422521078636,0.07058335063314487,0.6002824858735866,0.969458441558429
t044,0.1001762719966239,0.1821094938083364,0.10976887317484785,0.5340872889446733,0.9608857142857018
t038,0.15636704119844957,0.27044534412947646,0.16063760349027426,0.854688356788787,0.967236363636351
t013,0.6597203990546535,0.7949777558080485,0.9647279009497242,0.6760264989741144,0.9865337662337534
t015,0.09270851701635835,0.16968572235439153,0.0950422560672052,0.7906015037564263,0.9732714285714159
t050,0.007579108791174149,0.015044195984307488,0.007650858861002158,0.44695652173135725,0.9562961038960914
t079,0.14058701558699047,0.24651694901969215,0.15614763048697491,0.5851934523805169,0.9375597402597281
t052,0.634135675716664,0.776111414908751,0.9466140659587483,0.6576555259783777,0.9750090909090783
t055,0.1392231530845039,0.24441770290140297,0.1530176623231248,0.6069728832312041,0.9559662337662214
t014,0.02549292969526713,0.04971839192073717,0.026129114570030042,0.5114885114834017,0.9745818181818056
t078,0.008526380343823118,0.01690859160454749,0.008553623878699582,0.7280405405282425,0.9349116883116761
t039,0.0923222934938826,0.16903855948702132,0.09858465839591173,0.5923981520357152,0.9639805194805069
