filename,iou,dice,precision,recall,accuracy
t029,0.020828468687236337,0.04080699025571124,0.024009474590857012,0.13585135546714636,0.9727701298701172
t051,0.0,0.0,0.0,0.0,0.9738506493506367
t023,0.0,0.0,0.0,0.0,0.970123376623364
t080,0.1443834755492895,0.2523340796754991,0.1714113528094555,0.47799295774609635,0.9540311688311565
t076,0.15423223960406357,0.26724645926883805,0.2041855554864919,0.3866643146937222,0.9531675324675201
t053,0.011160922760805473,0.022075462984333775,0.011447456652930621,0.30838709677021436,0.9724999999999874
t081,0.0,0.0,0.0,0.0,0.9525337662337539
t088,0.11342623229780986,0.20374269800295414,0.1443212163494733,0.34634258991955064,0.9391038961038839
t020,0.09345837145466905,0.1709408860811735,0.11411495280114275,0.3404999999994325,0.9742636363636237
t021,0.02787608210375789,0.05424016102544931,0.02927052366794576,0.36914203316244315,0.9768116883116756
t062,0.0456803925221894,0.08736970272916363,0.061284006165870396,0.15211995863479613,0.960089610389598
t022,0.0,0.0,0.0,0.0,0.9728103896103769
t077,0.14386070666786985,0.2515353588584123,0.18286034243945928,0.4028174500127221,0.9520428571428448
t040,0.10941335604423154,0.19724542786173074,0.11523241703154369,0.684210526313646,0.9769129870129744
t054,0.09931673076201347,0.1806881092279385,0.11684090310106438,0.3983825071133767,0.968671428571416
t012,0.0,0.0,0.0,0.0,0.9813142857142729
t025,0.05271524316890672,0.10015100191809159,0.05661944534167476,0.4332627118628769,0.9713649350649224
t044,0.1823239783357054,0.308416274517841,0.2087961657737757,0.58983752787418,0.9784324675324548
t038,0.05165773610178681,0.09824058594057071,0.06279578647393884,0.22555291537154898,0.9705792207792081
t013,0.49625436990161603,0.6633288829549037,0.9803986055377356,0.5012274271108379,0.9803506493506366
t015,0.03606848024819321,0.06962566844916063,0.0405860349126929,0.2447368421043431,0.9774051948051821
t050,0.0,0.0,0.0,0.0,0.9728220779220653
t079,0.11372195286951997,0.2042196484975694,0.14028596862130294,0.3752232142854351,0.9489584415584292
t052,0.36733748818176487,0.5373033232201316,0.9448138957811688,0.3753918958887163,0.9574168831168707
t055,0.1192953202594993,0.21316147418867376,0.15066611729151183,0.3642501383504546,0.9684467532467407
t014,0.02577474075404557,0.050254192718956196,0.026688182720936763,0.42957042956613817,0.9788922077921951
t078,0.012427107512876515,0.02454914022087948,0.012481164529607234,0.7415540540415277,0.9546922077921953
t039,0.028508047387535512,0.05543573034736568,0.03546890598388897,0.12683746325046863,0.9732688311688185
