filename,iou,dice,precision,recall,accuracy
t029,0.08852295409178691,0.16264784083611056,0.09039336911471893,0.8105391410270772,0.9644168831168706
t051,0.02228134353175353,0.043591411841238284,0.022415523586478008,0.7882352941105137,0.950363636363624
t023,0.09056741834627467,0.16609228704743478,0.09881695456521308,0.5203516147515377,0.9644896103895978
t080,0.15553277333154383,0.2691966457742668,0.16390757327568328,0.7527208706780147,0.9336753246753126
t076,0.23049391553324539,0.3746364165211801,0.24689557151401728,0.7762685952838382,0.942759740259728
t053,0.01163665546471093,0.023005602657538055,0.011728129818261577,0.5987096774116295,0.9488181818181695
t081,0.006778397247969569,0.013465519853223567,0.0067825349724448016,0.9174311926395085,0.9238818181818061
t088,0.18341685922633266,0.3099784455432598,0.1986059887243987,0.7057329253503228,0.9293220779220659
t020,0.17014294874206232,0.2908071170705612,0.1802669437339433,0.7518333333320802,0.9714259740259614
t021,0.02537632794022847,0.04949661358226268,0.026072199938280596,0.4873828406597882,0.9662818181818056
t062,0.1369885773623807,0.24096737661194592,0.14633064158307163,0.6821096173726141,0.9460337662337539
t022,0.04041464819267576,0.07768950247457747,0.044270446786387016,0.3169500531341208,0.9632129870129745
t077,0.20354012366647356,0.3382357092448358,0.21610215344655773,0.7778499091140108,0.9391090909090787
t040,0.09261401692745157,0.16952741863570847,0.09303890384142004,0.9530075187940069,0.961293506493494
t054,0.10316642465686844,0.1870369190921625,0.10896452777912509,0.6597274224941445,0.9502688311688188
t012,0.02117823177174129,0.04147803216485945,0.021542457900384476,0.5560693641554212,0.9711285714285588
t025,0.08201650118861627,0.15159935379639689,0.08343409915353743,0.8283898305055495,0.9658987012986887
t044,0.13646315439399817,0.2401541200282293,0.14178352385610246,0.7843262185396873,0.9595337662337537
t038,0.1528519945320763,0.26517193058093536,0.15551411322181133,0.8992871504278939,0.9645870129870004
t013,0.6838314027059009,0.812232628049329,0.9511666741883147,0.7087130510809063,0.9873454545454418
t015,0.09072105241381263,0.16635060304931867,0.09250822576558992,0.8244360902224646,0.9714545454545328
t050,0.00765786056864049,0.015199326811818872,0.00771633781005321,0.5026086956434329,0.951363636363624
t079,0.15945825713012055,0.27505648633666213,0.1699952574168432,0.7200892857137499,0.9337467532467411
t052,0.690829039812517,0.8171483024553655,0.9327144410996048,0.7270629991125452,0.9785688311688184
t055,0.17947270631948553,0.3043270189431098,0.18560136203327604,0.8446043165458277,0.9546909090908967
t014,0.02290076335876858,0.04477611940296587,0.023392336993043515,0.5214785214733119,0.9710753246753121
t078,0.008244155196665258,0.016353489686349188,0.008263135351226395,0.7820945945813835,0.927664935064923
t039,0.10412016649571572,0.1886029612631294,0.10840346690110902,0.7249055018884399,0.9614259740259615
