filename,iou,dice,precision,recall,accuracy
t029,0.09982542453574836,0.18152958152951604,0.1029586283094885,0.7663722205276687,0.9705350649350523
t051,0.024489159257518486,0.0478075517661243,0.02473609579328037,0.7104072398125756,0.9593896103895979
t023,0.08844403301701441,0.16251461781063734,0.09975637344466207,0.43818077584475795,0.9693077922077796
t080,0.12633536296348008,0.2243299236047805,0.140602174971567,0.5545774647882885,0.9377610389610268
t076,0.24323594117869404,0.39129489925795674,0.2658230517768078,0.7411066031629675,0.949072727272715
t053,0.0072114637406337345,0.014319661759709187,0.007335272543313729,0.29935483870581475,0.9585207792207667
t081,0.007004468031138274,0.0139114934511327,0.007015007034546074,0.8233944953939588,0.9339038961038839
t088,0.14750843130454386,0.2570934161012639,0.16866992233251607,0.5403845043585588,0.9297480519480399
t020,0.1778248887003698,0.30195471399247564,0.1925708251066658,0.698999999998835,0.9748168831168704
t021,0.02838437541191248,0.05520187994016013,0.02933963121081418,0.4657534246541763,0.9712818181818056
t062,0.08463526774479388,0.15606217179489296,0.0980210347841953,0.3826266804546198,0.9480298701298578
t022,0.026819923371636915,0.05223880597012916,0.030541561712832607,0.18039319872428164,0.9680025974025848
t077,0.18854278421068615,0.31726713874401724,0.20865488935739113,0.6617112438323411,0.9430272727272605
t040,0.08604206500952977,0.15845070422530044,0.08842794759822109,0.7612781954863369,0.9664779220779095
t054,0.1093776072083794,0.19718733548915868,0.11841392184015223,0.5890369926604927,0.9584090909090784
t012,0.0,0.0,0.0,0.0,0.9770428571428444
t025,0.08867281642147067,0.16290076335871645,0.09132146525158708,0.753531073443667,0.9715168831168705
t044,0.11672671470505847,0.20905153099321613,0.12865389565020824,0.5573431028981246,0.9656142857142732
t038,0.12172765532487277,0.21703602429168642,0.1313702848344375,0.6238347651240654,0.968019480519468
t013,0.5427415109237488,0.7036065433914084,0.9618075801743663,0.5546961697546643,0.9819519480519353
t015,0.07835604904484642,0.14532500487988223,0.08350157021081006,0.5597744360881212,0.9772545454545327
t050,0.007064652272308072,0.014030186158093465,0.007139766334917741,0.40173913042779585,0.9578350649350524
t079,0.143155598284251,0.25045689055647646,0.16000909259983057,0.5761160714281427,0.939811688311676
t052,0.5583169619865803,0.7165640567434038,0.9446846963141597,0.5771862368134523,0.9699259740259614
t055,0.17827617254640304,0.3026050712052096,0.19133235724738176,0.7231876037623428,0.9608870129870005
t014,0.028677545055998125,0.0557561408700469,0.029633824084541564,0.47052947052476995,0.9792818181818055
t078,0.006646928491596901,0.01320607713283732,0.006680066209504477,0.5726351351254623,0.9342051948051826
t039,0.0776597231930387,0.14412661347858075,0.08522552930343463,0.4666106677856644,0.9657272727272602
