filename,iou,dice,precision,recall,accuracy
t029,0.09485391140429977,0.17327227023856848,0.09767839117940147,0.7663722205276687,0.9688194805194679
t051,0.02035456336178014,0.03989703989702874,0.020584923636567665,0.6452488687724413,0.9554337662337538
t023,0.08131734817666406,0.1504042237254082,0.09089821314610286,0.43550544620593257,0.9665623376623251
t080,0.14025822602490695,0.2460113381753288,0.15146745671694262,0.6546094750314864,0.934881818181806
t076,0.23672264255393308,0.38282252529165556,0.25650356921472145,0.754277650378812,0.9462831168831046
t053,0.006318681318679583,0.01255801255800913,0.006414725979638429,0.29677419354455775,0.9530259740259617
t081,0.006688711859310332,0.013288540500184158,0.006698780671382151,0.8165137614491625,0.9313402597402476
t088,0.1701743928347364,0.29085304528411454,0.18794733288315532,0.6428035332829266,0.9294896103895983
t020,0.16863255511259714,0.2885980787970595,0.18238606369867041,0.6909999999988483,0.9734545454545328
t021,0.025698988697193854,0.05011019603292344,0.02647491420165612,0.4671953857212171,0.9680948051947926
t062,0.11497263067508534,0.20623399626495328,0.12670625251351358,0.5538779731121469,0.9464558441558318
t022,0.03246339910883571,0.0628853267570672,0.036413271734550015,0.23034006376134342,0.9664415584415459
t077,0.20780348957559372,0.3441014889741925,0.22511663296153114,0.729875357049643,0.9443363636363513
t040,0.08336447328189579,0.15389921921540436,0.08550820586080159,0.7687969924787945,0.9649571428571303
t054,0.12382505030946742,0.22036357042472,0.12983093400279647,0.7280215665707234,0.9553298701298577
t012,0.006446132320604414,0.012809691673694052,0.006692259804935312,0.14913294797515453,0.9741779220779094
t025,0.0664437783413779,0.12460812222978465,0.06938480677391974,0.6105225988679007,0.9684506493506367
t044,0.12140140387763337,0.2165173031848293,0.13092340014001702,0.6253583943921227,0.9630999999999875
t038,0.13350927053724,0.2355680257894348,0.14077271592160795,0.7212575397537538,0.9667402597402471
t013,0.6162920609882307,0.7625998739502791,0.9642673521845941,0.6306957662169584,0.9848350649350521
t015,0.06188970519852046,0.11656522310280835,0.06596619913759925,0.500375939847743,0.9737987012986886
t050,0.006521429588493089,0.012958352195559937,0.006586326900397887,0.3982608695582911,0.954693506493494
t079,0.15814894247699987,0.2731063970731737,0.17119344670727787,0.6748511904756883,0.9372974025973904
t052,0.6175214080922367,0.763540321633905,0.9433792603333014,0.6412895593018553,0.9738389610389484
t055,0.15865314637810912,0.2738578786482405,0.16887442869311622,0.7238516878796636,0.9549584415584291
t014,0.023342201696690254,0.04561954282348395,0.023987619293255616,0.46453546453082384,0.9747324675324549
t078,0.006399241571368055,0.012717103326462033,0.0064332942835005,0.5472972972880524,0.9346662337662216
t039,0.05205083576892317,0.0989511799225562,0.05811395468209352,0.3328433431324384,0.9625116883116758
